url	Project	Assembly	Type	Biosource	Assay	Replicate	Dataset	Description	Lab	Publications	Accession	Experiment	name	color	altColor
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d2a326a8-1f3f-4acc-8b9b-a449a2cdd7a0/4DNFIIMDXANO.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIIMDXANO	DNESDVZJW63		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/df1759d3-062d-4dc5-908e-86cd3795094a/4DNFIDLNAXIY.bw	4DN	GRCh38	compartments	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIDLNAXIY	DNESDVZJW63	compartments for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/28c8228d-8c70-4e50-a209-988c58daf617/4DNFI5NSHTHH.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI5NSHTHH	DNESDVZJW63	boundaries for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a2d15c8a-7404-4089-95b8-f120b5b7eda4/4DNFIHE3CIIO.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIHE3CIIO	DNESDVZJW63	insulation score-diamond for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ede4b21a-1f17-43d1-970f-ac874ef01bb0/4DNFIXF2GL4C.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIXF2GL4C	DNES7CDN1M9		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ac482d94-9fe8-44c8-9c72-c0b2a46e29eb/4DNFIAE228V4.bw	4DN	GRCh38	compartments	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIAE228V4	DNES7CDN1M9	compartments for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c1aba9b6-fd26-4094-b51f-838837bba3af/4DNFIF7IOWPY.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIF7IOWPY	DNES7CDN1M9	boundaries for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/019b80ce-6573-404f-b0d2-3e95df6bc7ae/4DNFI64J4G6D.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI64J4G6D	DNES7CDN1M9	insulation score-diamond for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c4812c8a-74ac-4ee9-ac9e-abf5abd59318/4DNFI8I2WYXS.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI8I2WYXS	DNES7R8BYB1		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3ddd1a5f-7a75-499d-8f99-dffca780b92e/4DNFIOX4WNXW.bw	4DN	GRCh38	compartments	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIOX4WNXW	DNES7R8BYB1	compartments for WTC-11 differentiated to primitive cardiac myocyte in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ca824315-c0bf-40b1-afc5-3be8aee484a0/4DNFITGWURD9.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFITGWURD9	DNES7R8BYB1	boundaries for WTC-11 differentiated to primitive cardiac myocyte in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3943727a-2939-48be-9d12-ad7c15b24ef5/4DNFILWV4G3L.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFILWV4G3L	DNES7R8BYB1	insulation score-diamond for WTC-11 differentiated to primitive cardiac myocyte in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a9ad9939-6297-48c4-a6a7-5fad70ddeb2c/4DNFI7C5YXNX.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI7C5YXNX	DNESNRK4ZL7		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/40339661-9218-4b4a-b22c-dbb9e9ade60e/4DNFI849TBED.bw	4DN	GRCh38	compartments	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI849TBED	DNESNRK4ZL7	compartments for WTC-11 differentiated to cardiogenic mesoderm in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fde6a667-3d84-452d-b158-cb82aafcc573/4DNFIV7472OB.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIV7472OB	DNESNRK4ZL7	boundaries for WTC-11 differentiated to cardiogenic mesoderm in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/01d35f01-0ee7-42d1-ba71-7187fa61ea89/4DNFI573DTCZ.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI573DTCZ	DNESNRK4ZL7	insulation score-diamond for WTC-11 differentiated to cardiogenic mesoderm in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1cb2e17f-58aa-4b2a-92f4-a6fb53654f1c/4DNFI1P2EP7L.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI1P2EP7L	DNES4P4UOAZ		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4b92c580-a9c9-41b0-a626-bf7069e49013/4DNFI9RLTN4P.bw	4DN	GRCh38	compartments	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI9RLTN4P	DNES4P4UOAZ	compartments for WTC-11 differentiated to cardiogenic mesoderm in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/02115c1a-2905-4f58-ac46-be552237f69c/4DNFI3UZ2SFE.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI3UZ2SFE	DNES4P4UOAZ	boundaries for WTC-11 differentiated to cardiogenic mesoderm in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f248912d-5b0c-4d92-8390-5a921ca5f2f0/4DNFILY1BXTV.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFILY1BXTV	DNES4P4UOAZ	insulation score-diamond for WTC-11 differentiated to cardiogenic mesoderm in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4cb9794d-a3f7-4fa8-8e62-ff8a50f2fa5c/4DNFIF78U26G.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIF78U26G	DNESCXE1LCX		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/326a872d-714e-4b94-bb66-ed836a986e08/4DNFIFWKD9NT.bw	4DN	GRCh38	compartments	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIFWKD9NT	DNESCXE1LCX	compartments for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c3e0d6f4-da9c-4f79-a6e7-8c18d5f6fa1d/4DNFI49HCTA7.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI49HCTA7	DNESCXE1LCX	boundaries for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/904f47b9-b4fe-4007-bcd4-beb4dc09ab6d/4DNFISS4GJNM.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFISS4GJNM	DNESCXE1LCX	insulation score-diamond for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d03c2ad3-74de-4ae3-8ebf-f305309b51bd/4DNFIH6ANSX9.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIH6ANSX9	DNESR9IH796		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/477b4559-9643-47aa-ba2a-605516af43ba/4DNFI16SMBLT.bw	4DN	GRCh38	compartments	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI16SMBLT	DNESR9IH796	compartments for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a85e9275-669d-4be9-81a5-4558873df511/4DNFI3JKGV7L.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI3JKGV7L	DNESR9IH796	boundaries for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6abfc175-f5b5-42c1-9bbd-8b975ca3a1e0/4DNFIRT8CIS3.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIRT8CIS3	DNESR9IH796	insulation score-diamond for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/93ec4ac1-0654-4548-9130-332e48fa9919/4DNFI8QUAO51.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI8QUAO51	DNESAMIZR39		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c0a40dc4-f30c-466b-a14f-f93a35010eb8/4DNFI4Y9FI26.bw	4DN	GRCh38	compartments	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI4Y9FI26	DNESAMIZR39	compartments for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/979a9d14-07f0-48d8-a037-50e2c2570b5e/4DNFIVNVZWJR.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIVNVZWJR	DNESAMIZR39	boundaries for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8b0fc962-8d55-48d5-8ae0-8393571de0c8/4DNFIRALQBRF.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIRALQBRF	DNESAMIZR39	insulation score-diamond for WTC-11 differentiated to cardiac muscle cell in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b36abbf5-e7d4-45e6-b11d-3b4a5c918189/4DNFIWZYSI2D.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIWZYSI2D	DNESW2MTVKJ		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e6a5d6fa-278f-45a5-b7f1-a149ee60d7f8/4DNFIB7CR13S.bw	4DN	GRCh38	compartments	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIB7CR13S	DNESW2MTVKJ	compartments for WTC-11 differentiated to primitive cardiac myocyte in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8d6dcc50-0227-4d28-a916-751fd7733c1a/4DNFICOOQGBI.bed.gz	4DN	GRCh38	boundaries	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFICOOQGBI	DNESW2MTVKJ	boundaries for WTC-11 differentiated to primitive cardiac myocyte in situ Hi-C DdeI and DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a1c7a0bf-ba54-4938-b40d-6a39019bd749/4DNFIQG21KO6.bw	4DN	GRCh38	insulation score-diamond	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIQG21KO6	DNESW2MTVKJ	insulation score-diamond for WTC-11 differentiated to primitive cardiac myocyte in situ Hi-C DdeI and DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9fd6c29e-7e41-44f7-bceb-d04f6c3ef430/4DNFI7PCOZ9I.hic	4DN	GRCh38	contact matrix	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI7PCOZ9I	DNES4T1TMBA		rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/871e0bcc-2547-4dc7-9604-81f91e13dc64/4DNFIGWXQL1Z.bw	4DN	GRCh38	compartments	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIGWXQL1Z	DNES4T1TMBA	compartments for WTC-11 differentiated to cardiogenic mesoderm in situ Hi-C DdeI and DpnII	rgb(249,88,148)	rgb(213,144,182)
